favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
34,Twitter for iPhone,Hey @Bondsfist Your The Realest G In The Game Stay Swag Hommie #RealRapRaw,Bondsfist,False,Tue Nov 08 04:39:19 +0000 2011,76,133765518841745409
40,Twitter for iPhone,Just Saw Your Picture For The First Time In While.....Quick Breath Of Marvins Room #MyFault,,False,Thu Oct 06 00:39:25 +0000 2011,129,121746345005563904
324,Twitter for iPhone,This is how me and @AriasBros dress when we go to the store  http://t.co/YN17IYn,,False,Sun Apr 03 04:42:08 +0000 2011,591,54403282835222528
61,Twitter for iPhone,#Robots Hahaha @Astronomicalkid....... Next Generation In The Making,,False,Fri Nov 11 02:28:59 +0000 2011,210,134819881777512448
281,Twitter for iPhone,Recording..........My Voice............In A Studio.........With A Microphone................................. #YeahThatsIt,,False,Wed Jul 13 22:30:10 +0000 2011,940,91273239602536448
43,Twitter Web Client,@Olivia_Holt You have 2 choices 1. go to sleep 2. call me,olivia_holt,False,Sat Mar 12 12:24:05 +0000 2011,80,46547006050676736
120,Twitter for iPhone,“@iSupportUA: I can make a bow out of my hair ^_^” And I Can Ride My Bike With No Handle Bars So Maybe Should Join A Contest Or Something,,False,Sat Dec 17 19:28:23 +0000 2011,252,148122387735519234
42,Twitter for iPhone,Happy Bday @SammiHanratty1 #Stay Swag,,False,Tue Sep 20 07:25:25 +0000 2011,115,116050313508696064
187,Twitter Web Client,#FollowSwagFridays Where all the #Jadenators @?,,False,Fri Jan 13 18:09:05 +0000 2012,566,157886903167885312
44,Twitter Web Client,#BreakingNews @officialjaden Just #Unfollowed @Jsmitto4 For Saying The #OtherCoast #StayRaw #FlipFlops,JahhTheGreat,False,Wed Jun 01 07:02:46 +0000 2011,166,75819558430195712
106,Twitter for iPhone,#MarvinsRoom,,False,Thu Jul 07 07:14:05 +0000 2011,674,88868370501472256
24461,Twitter for Android,"Welcome to 2018, the year we finally do it. The year we eat the sun.",,False,Mon Jan 01 04:39:56 +0000 2018,12311,947688819427627009
1440,Twitter for iPhone,Chillin with my bro @justinbieber,,False,Wed Mar 09 01:30:34 +0000 2011,4363,45295377817141248
63,Twitter for iPhone,Hahaha Rollercoasters #IHateEm,,False,Sat Oct 01 07:53:14 +0000 2011,237,120043581770702848
116,Twitter for iPhone,Haha The Media Cracks Me Up..... #AllLies,,False,Wed Nov 02 19:54:00 +0000 2011,869,131821380495880192
64,Twitter Web Client,Tellin Me How You Movin Away An Startin Over...,,False,Sat Oct 22 08:09:38 +0000 2011,269,127657851677184000
84,Twitter for iPhone,Just Left Seven Flags I Had Too Much Fun I Was Looking For Oddfuture The Whole Time Tho #WolfGang,,False,Mon Sep 05 04:29:55 +0000 2011,273,110570330665390080
78,Twitter Web Client,"""@dylanfabrega #RealGs Don't Go #BlackFriday Shopping, They Shop In All Black On Thursdays."" #RealistThingIveEverHeard",,False,Fri Nov 25 03:48:33 +0000 2011,265,139913336140734464
378,TweetDeck,"See you tonight, Wellington!

Tickets still available for ALL HAIL in New Zealand and Australia:… https://t.co/Oa9eY2sREZ",,False,Tue Jan 30 02:00:00 +0000 2018,19,958157818875596806
50,Twitter Web Client,"""@briannapajamas I'm really sorry that I can't be enough for anybody."" Well Uhh Your Enough For Us",_bonzeye,False,Tue Aug 23 07:19:22 +0000 2011,92,105901929221197824
773,Twitter Web Client,So If A Tic Tac Ticks The Tac Out Of A Tac Tic Then The Tac Is Ticken By The Tic.,,False,Tue May 24 23:52:43 +0000 2011,2009,73174619338711040
72,Twitter Web Client,Time.Worries.Infatuation.Trust,,False,Sat Oct 22 10:55:46 +0000 2011,391,127699660377825280
45,Twitter Web Client,#WHATSSLEEPTOAGOBLIN is trending thats #Realfromthestreets,,False,Sat Mar 12 12:09:33 +0000 2011,200,46543347199909889
242,Instagram,RealGs Wear Swag Hats In Wind Tunnels  http://t.co/g2axxgsn,,False,Fri Nov 04 21:08:57 +0000 2011,379,132565018033135616
131,Twitter for iPhone,I'm Single Yeah I'm Single And I'm Single Tonight I'm Single #Weezy,,False,Fri Oct 14 07:42:09 +0000 2011,640,124751833498533889
110,Twitter for iPhone,I Refuse To Listen To Songs If They Leak Before The Official Version Is Out But We Love The True Fans And Someone Will #TakeCare Of The Rest,,False,Tue Nov 08 03:07:55 +0000 2011,515,133742515022073856
109,Twitter Web Client,Ummm @MacMiller's The Tightest #NuffSaid And Its #TheBestDayEver,,False,Sat Aug 06 01:48:54 +0000 2011,422,99658171588685825
802,Twitter Web Client,Chillen with my bros @AlfredoFlores and @JustinBieber #TeamGoblins,,False,Tue Mar 22 01:21:02 +0000 2011,3831,50004020747710464
98,Twitter for iPhone,Standing At My Brothers Prom Spitting #Realness To These Youngstars,,False,Sun May 29 00:04:36 +0000 2011,315,74627161868345345
57,Instagram,Just posted a photo http://t.co/a8ymRuKE,,False,Tue Oct 18 04:52:25 +0000 2011,122,126158669518868480
92,Twitter for iPhone,Going Surfing With @ImNotMoises But He's Kinda Sick....... W.E  #WeRaw,,False,Wed Jul 06 20:00:23 +0000 2011,266,88698829158891520
71,Twitter Web Client,Yay Party @ The Crib......My Dad And My Uncle Tried To Skate My Half Pipe And Died I Had To Break Out My Defibrillator #KindaDope,,False,Fri Sep 30 04:02:43 +0000 2011,200,119623180213166080
74,Twitter for iPhone,Simon Is By FARRRRRR!!!!!...........The Realest #G In The Game..... #XFactor,,False,Fri Nov 11 02:02:59 +0000 2011,358,134813337950224384
276,Twitter for iPhone,Haha I Love You,,False,Sun Oct 02 05:08:07 +0000 2011,1074,120364416750452736
358,Twitter for iPhone,Ohh And Btw  http://t.co/1p46yo8j,,False,Tue Sep 20 07:26:40 +0000 2011,569,116050630069596160
91,Twitter for iPhone,Bout To Get My Yeeth Rip Out I Think Well I Don't Care #RealG's,,False,Thu May 19 23:10:37 +0000 2011,248,71352085408530432
60,Twitter Web Client,@Olivia_Holt Wassup follow me..,olivia_holt,False,Wed Mar 09 03:16:43 +0000 2011,236,45322091200913408
272,Twitter Web Client,Jealousy Is Love And Hate At The Same Time,,False,Thu Nov 17 16:39:01 +0000 2011,1236,137208126716915714
90,Twitter Web Client,I love all the fans who support me #east #7bars,,False,Fri Mar 11 07:50:05 +0000 2011,344,46115661524631552
91,Twitter Web Client,Theres No Basketball Anymore Because Omarion Died But We Still have Drake and Big Sean An They'll Be Here Till The End Of Time #RealGs,,False,Thu Nov 17 02:12:26 +0000 2011,410,136990045725929472
66,Twitter for iPhone,Yes I'm Home,,False,Sun Sep 18 19:11:25 +0000 2011,253,115503209363156993
66,Twitter for iPhone,EveryBody Follow My Hommie @joeyparris,,False,Sun Aug 21 06:10:18 +0000 2011,145,105159773456056321
130,Twitter for Websites,sswwaagg - Tinychat http://t.co/F6LB8Fd via @tinychat,,False,Fri Mar 18 13:36:11 +0000 2011,293,48739474934472704
278,Twitter Web Client,I Was Talking to A fan And She said my voice Changed....aaaaahhhh #awk,,False,Thu Mar 31 19:34:54 +0000 2011,962,53540793104875520
59,Twitter Web Client,#wegohard,,False,Sat Mar 12 12:04:25 +0000 2011,325,46542056839069696
228,Twitter for iPhone,“@noortrommelen: 1. Wake up 2. SWAG 3. Go to sleep 4. Repeat @officialjaden” One I Don't Wake Up Cuz I Don't Sleep.Two My Swag Stays On.,,False,Sat Jul 02 12:07:07 +0000 2011,627,87130176445628417
98,Twitter for iPhone,I Need To Stop Talking....... #Listen,,False,Wed Nov 09 02:53:46 +0000 2011,427,134101345375502336
87,Twitter for iPhone,Its The Big Bad Wolf...,,False,Mon Nov 07 20:26:19 +0000 2011,305,133641449001598977
200,Twitter for iPhone,I Hate Shirts,,False,Thu Oct 06 03:39:37 +0000 2011,501,121791695691071488
134,Twitter for iPhone,Cutting Communication Is A War Tactic Not A Way To Get My Attention #PeopleAre Funny,,False,Mon Dec 19 21:53:36 +0000 2011,379,148883708382941184
79,Twitter Web Client,Okay #FunNight Guys Going To Sleep... I Mean Washing Dishes...??? Until The Sun Rises #WhatsSleepToAGablin #StayRaw #DeepVoice,,False,Wed Jun 01 06:56:52 +0000 2011,220,75818075252985856
61,Twitter for iPhone,Hey @Amanda_Wiley Ummm.......Real Rap Raw Yall Know What It Is,,False,Sun Dec 25 06:53:11 +0000 2011,93,150831437371817984
22,Twitter Web Client,Hey The First 10 People To Follow @Tre_Marie Gets A Follow #Hurry,Tre_Marie,False,Thu Oct 13 19:08:14 +0000 2011,64,124562103959953409
160,Twitter Web Client,People On Xbox Live Are Not Dope,,False,Sun Dec 25 05:30:15 +0000 2011,346,150810566120845312
51,Twitter Web Client,Lets make #dontbanjordyn trend,,False,Thu Mar 10 11:23:51 +0000 2011,265,45807070053801985
44,Twitter Web Client,Hey @OfficialFelisha Thank You For All Your Love And Support #ILoveMyFans,itsfelisha,False,Tue Sep 13 10:48:02 +0000 2011,102,113564587760168961
77,Twitter Web Client,"What Up Hows Everyone Feeling, Hope You Understand What Your Hearing",,False,Sat Oct 01 22:43:06 +0000 2011,190,120267524528029696
53,Twitter for iPhone,Fear,,False,Sat Oct 22 04:30:51 +0000 2011,290,127602792079699968
48,Twitter for iPhone,“@JW00DZ: Someone tell me whats goin on with the fight!!!!!” JW00dz Is So Lost,,False,Sun Sep 18 04:24:31 +0000 2011,100,115280012642484224
39,Twitter Web Client,EveryBody Go Buy #FinallyFamous Heres The Link Boi http://t.co/O2DRvLB,,False,Tue Jun 28 18:40:52 +0000 2011,137,85779713875914753
1215,Twitter for iPhone,I Don't Think Their Ready Jb,,False,Thu Jan 12 01:00:18 +0000 2012,6266,157265611855106048
194,Twitter Web Client,Only A Real G Would Drop There New IPhone4s In The Bath Tub #RealGs,,False,Thu Oct 27 19:01:10 +0000 2011,926,129633753667608576
81,Twitter for iPhone,Making Hits With My Hommie @jahlilbeats,,False,Wed Aug 10 00:26:51 +0000 2011,197,101087076614807552
182,Twitter Web Client,I Would Like To Apologies To All My Fans For Not Tweeting For A Few Days But I'm Back Now. WhenThingsBreakTheyTakeAWhileToFix,,False,Tue Jun 14 04:57:07 +0000 2011,614,80498980731109377
104,Twitter for iPhone,Ughh Slowly Getting Better,,False,Sat Jul 30 01:37:00 +0000 2011,286,97118462140362752
56,Twitter for iPhone,Stay Strong Till 26,,False,Thu Nov 17 15:20:00 +0000 2011,198,137188241865588736
60,Twitter Web Client,"""@FactsJadenS @officialjaden Give me your number!!!"" Okay Cool",FactsJadenS,False,Sun Aug 14 04:08:52 +0000 2011,177,102592499243155456
264,Photos on iOS,#JusticeLeague http://t.co/a8gvfKsA,,False,Sun Oct 16 02:20:31 +0000 2011,413,125395667098157056
74,Twitter for iPhone,"Haha Wassup Marvin, Long Time No See. Only A One Night Stay Tho I Hope But I'll See You In Couple Months For A Couple Months #MarvinsRoom",,False,Sun Oct 30 04:06:41 +0000 2011,259,130495814966583296
34,Twitter Web Client,Nobody folllow @Michael_Vargas he reps the #west,,False,Thu Mar 10 10:35:13 +0000 2011,97,45794831498354688
171,Twitter for iPhone,http://t.co/nyuBSar By Far This Is The Funniest I've Ever Seen..... #Ever,,False,Fri Jul 08 07:34:36 +0000 2011,368,89235921517551616
48,Twitter Web Client,http://t.co/oKjcX3h8,,False,Fri Sep 30 23:05:03 +0000 2011,104,119910657922576385
30,Twitter Web Client,"""@JadensTrueFan @officialjaden Hahaha You Always Make Me Can't Stop Laughing! XD #Swag"" Umm Thank You",JadensTrueFan,False,Wed Oct 19 05:35:30 +0000 2011,64,126531900675325952
55,Twitter Web Client,#teamgoblins,,False,Sat Mar 12 13:02:14 +0000 2011,337,46556605394857984
341,Twitter Web Client,bout to eat some really thin pancakes. haha,,False,Wed Mar 09 02:04:52 +0000 2011,1320,45304012379131904
24,Twitter Web Client,"""@Joannabanaana who is he ?""Ohh Don't Worry Its just #MrBalloonHands",Johanna_Jne,False,Sun Oct 09 08:00:31 +0000 2011,47,122944514351579136
127,Twitter for iPhone,#WEST,,False,Mon Jul 11 05:08:11 +0000 2011,662,90286238623477760
47,Twitter for iPhone,Yes The Kids Who Go To School Next To Mine Were There And Me And @ImNotMoises Just Scrammed #TaylorGang At The Top Of Are Lungs #RealGs,,False,Tue Oct 18 22:21:22 +0000 2011,130,126422645871869952
31,Twitter Web Client,Kevin hart I love you #7bars!!!!!,,False,Fri Mar 11 04:15:19 +0000 2011,137,46061613681352704
96,Fanzy.com,"Congrats to the current all-time top Fans: @JSmithSwag_, @JadensLuvGirl_ & @AndreaJadenator! http://t.co/g3bgqUe8",,False,Wed Jan 11 17:50:48 +0000 2012,139,157157524792016896
107,Twitter Web Client,Payback Is A......... Biscuit @ImNotMoises,,False,Mon May 30 01:49:25 +0000 2011,265,75015926868754432
101,Twitter for iPhone,#Uncool2012,,False,Mon Dec 12 02:19:30 +0000 2011,285,146051520104902657
49,Twitter Web Client,everybody follow @jordynwoods,,False,Fri Mar 11 01:53:01 +0000 2011,141,46025805050023936
146,Twitter for iPhone,#ItsAllLies,,False,Tue Aug 23 20:34:07 +0000 2011,1733,106101937530880000
108,Twitter Web Client,I Wish I Had Hair Like @TheReal_iTurf... #TightestHairEverrrr #GoFollowHim #REALHACKRAW,,False,Fri Jul 08 09:37:05 +0000 2011,374,89266745126297600
66,Twitter Web Client,Going To The Gym #HalfSleep,,False,Sat Sep 24 22:36:17 +0000 2011,222,117729091360264192
69,Twitter for iPhone,#Posted In Chick-Fil-A #CuzImReal,,False,Sat Aug 27 04:36:56 +0000 2011,204,107310603491745793
18,Twitter Web Client,@JW00DZ @ThatKidMannny @JW00DZ @ThatKidMannny @JW00DZ @ThatKidMannny @JW00DZ @ThatKidMannny @JW00DZ @ThatKidMannny @JW00DZ @ThatKidMannny,,False,Tue May 24 03:13:48 +0000 2011,57,72862837441179648
63,Twitter Web Client,And My Head keeps Spinin Cant Stop Having These Visions I Gotta Keep Winnin #Yeah,,False,Sat Oct 01 08:10:50 +0000 2011,201,120048010783764480
24,Twitter Web Client,"""@Joannabanaana Ok i give up, you dont see any of my tweets, i dont want spamm you."" That Hurts",Johanna_Jne,False,Sat Oct 01 23:16:05 +0000 2011,64,120275822719401985
42,Twitter Web Client,#east,,False,Fri Mar 11 07:40:35 +0000 2011,176,46113271606026240
53,Twitter Web Client,Marvin Give Me The Keys To The Car I'm Going To Club Paradise,,False,Sat Oct 08 05:57:13 +0000 2011,208,122551100539797504
127,Twitter Web Client,#FollowBack Friday Swag! I'm following 25 people today. Holla @ ya boy!,,False,Fri Dec 09 18:52:39 +0000 2011,590,145214289341460481
36,Twitter Web Client,"""@broitsmelissa Is it just or me do @officialjaden 's tweets make no sense?""&lt;&lt;Its Deff Not Just You",,False,Thu Sep 29 23:12:13 +0000 2011,77,119550075067305985
32,Twitter for iPhone,@jordynwoods #JustFollowHer,jordynwoods,False,Sat Jun 04 03:15:29 +0000 2011,85,76849525960085504
78,Twitter for iPhone,“@Mimii_babe143: @officialjaden You and @justinbieber should do more duets!! I lovee hearing your voice! &lt;3” #Patience,,False,Mon Dec 12 02:29:30 +0000 2011,270,146054038063022080
28,Twitter for iPhone,Hey @MrBallonHands Your My Hero,,False,Sun Oct 09 20:26:52 +0000 2011,65,123132340758261760
62,Twitter Web Client,#jadensagoblin,,False,Sat Mar 12 12:16:05 +0000 2011,316,46544991291580416
22,Twitter Web Client,@lizthephotogirl Second mother follow me back... &lt;3,lizchick01,False,Thu Mar 10 08:34:46 +0000 2011,58,45764518277689344
113,Twitter Web Client,@Justinbieber's A g http://t.co/zcKrWgwo,justinbieber,False,Wed Nov 09 06:05:17 +0000 2011,274,134149540247908352
95,Twitter Web Client,Are you the #1 #Jadenator? Prove it and win an exclusive prize pack. --&gt; http://t.co/Sm7q2urp,,False,Fri Dec 16 19:52:49 +0000 2011,239,147766146379157504
69,Twitter Web Client,Dang ive bin up all night #WHATSSLEEPTOAGOBLIN,,False,Fri Mar 11 11:48:42 +0000 2011,199,46175711635058689
328,Twitter for iPad,I Love Math..............Man I Wish I Was Serious,,False,Thu Sep 08 18:31:30 +0000 2011,1753,111869286162771968
50,Twitter for iPhone,Preparation,,False,Fri Oct 21 02:50:51 +0000 2011,227,127215238364921856
94,Twitter Web Client,#DreamsMoneyCanBuy,,False,Thu Aug 11 09:00:01 +0000 2011,507,101578607368998912
61,Twitter for iPhone,Compassion,,False,Sat Oct 22 22:27:53 +0000 2011,304,127873837592346624
81,Twitter for iPhone,Bout To Go Chill With The Hommies #SayWassUpIfYouSeeMe,,False,Tue Aug 16 21:35:00 +0000 2011,240,103580543819595776
420,TweetDeck,"New Zealand, Australia: ALL HAIL starts in two weeks. Don't miss it. https://t.co/DaXIZnTzU8 https://t.co/eLww3W4Iax",,False,Tue Jan 16 01:05:18 +0000 2018,32,953070624976588800
60,Twitter for iPhone,EveryBody Go Buy #BlueSlidePark By @MacMiller And Pre Order #TakeCare By @Drake #RealGsInTheBuildin..... #Respect,,False,Fri Nov 11 20:44:34 +0000 2011,261,135095595516968960
40,Twitter for iPhone,Hey @xobeccabooo Happy Bday,xobeccabooo,False,Fri Jul 22 04:46:57 +0000 2011,92,94267161547243520
298,Twitter for iPhone,“@Karlathesinger: @officialjaden hiii jayden I love uuu!!!!” First Of All My Name Is Jaden,,False,Fri Oct 14 01:19:36 +0000 2011,886,124655561676570624
84,Twitition,Stop Twitter Bullying http://twitition.com/lebcm,,False,Fri May 13 06:30:28 +0000 2011,416,68926063203467264
271,Twitter for iPhone,Enemy Territory,,False,Fri Dec 30 07:58:31 +0000 2011,514,152659816551161856
120,Twitter Web Client,Okay I Have Strep Throat............So Yeah,,False,Mon Jul 25 05:25:00 +0000 2011,339,95363899322408960
71,Tinychat Connector,I'm in a group video chat - Click to watch or join: http://t.co/JaX93mMX,,False,Mon Dec 12 06:07:28 +0000 2011,103,146108889929228288
88,WhoSay,#RealGs Run on Walls http://t.co/ZuYIpqnE,,False,Wed Oct 26 21:40:10 +0000 2011,286,129311383136382976
93,Twitter for iPhone,That Awkward Moment When Your Wondering Why You Can't Retweet Any Of @pariisjaxn's Tweets #OhhThatsWierd #Barrs,,False,Wed Jul 06 06:19:24 +0000 2011,257,88492219979407360
70,Twitter Web Client,#RealGs Rock Tisa To There Brothers Prom,,False,Sat May 28 22:09:37 +0000 2011,223,74598223188201472
76,Twitter for iPhone,Thumbs Up I'll Be Down For The War,,False,Sat Sep 03 21:26:03 +0000 2011,279,110101273470181376
91,Twitter for iPhone,I Only Retweet People Who Spit #Deepness,,False,Tue May 24 06:28:45 +0000 2011,372,72911896231153664
241,Twitter Web Client,2,,False,Tue Jan 17 07:10:17 +0000 2012,1015,159170660088819712
54,Twitter for iPhone,http://t.co/3hG4kGZ @JillianSay Do It #G,,False,Sat Jun 04 03:12:10 +0000 2011,106,76848692656738304
164,Twitter Web Client,"""@AustinMahone It must be the #WorstFeeling when you miss Fridays ustream and don't know what #hatting is(:"" Yeah It Is #ExplainPlease",AustinMahone,False,Fri Aug 19 23:41:41 +0000 2011,580,104699585825488896
115,Twitter for iPhone,Random Fans #LoveThem  #SuperRawNoStove  #Sushi  http://t.co/Texa8NE,,False,Sat Jun 11 06:01:08 +0000 2011,296,79427930421329920
54,Twitter Web Client,24Hours,,False,Tue Nov 22 06:10:48 +0000 2011,185,138861969611554816
103,Twitter for iPhone,#MomentOfSilence We Just Lost A Brother To Love @ImNotMoises Don't Go Into The Light. Ahhh #ThatAwkwardMoment When He's Already In the Light,,False,Mon Jun 20 06:26:05 +0000 2011,288,82695696570007552
45,Twitter Web Client,"""@jordynwoods 
sorry guys I just went On a @JillianSay retweet spree."" #CoolStoryBro",jordynwoods,False,Mon Jul 25 00:09:09 +0000 2011,108,95284415260917760
35,Twitter Web Client,Hey @Imnotmoises And @OfficialMateo Your Twitcon Kinda Looks Like Mine Haha....Swag #TaylorGang,,False,Fri Oct 07 01:12:11 +0000 2011,100,122116981175484416
144,Twitter for iPhone,RealGs Get Kicked Out Of Barnes And Noble And Stay #Raw,,False,Tue Dec 06 02:15:18 +0000 2011,439,143876137439870978
279,Twitter for iPhone,There It Is http://t.co/RO1UGgg7 #ThinkinBoutYou,,False,Fri Nov 18 23:24:18 +0000 2011,607,137672509041553408
265,Instagram,RealGs Dress As Power Rangers EveryDay http://t.co/ygxYolsG,,False,Sun Nov 06 05:52:02 +0000 2011,423,133059041025986560
157,Twitter for iPhone,Going To See Transformers..,,False,Tue Jun 28 22:34:48 +0000 2011,512,85838585407864832
161,Twitter Web Client,#YoungKidsShouldBeBannedFrom Tweeting #youngkidsshouldbebannedfrom.........#Wait?,,False,Thu Jul 14 04:32:22 +0000 2011,763,91364389411758080
127,Instagram,Just posted a photo http://t.co/CwA1NUVn,,False,Tue Oct 18 04:36:28 +0000 2011,206,126154654760443904
30,Twitter for iPhone,"“@Smith__Bieber: @officialjaden Please, notice me? I lose hope..   ♥ :(” HEY STOP CRYING!",,False,Sun Oct 09 19:09:16 +0000 2011,66,123112811114135552
76,Twitter for iPhone,You Can Always Go Farther....,,False,Wed Oct 05 18:29:46 +0000 2011,307,121653322083086336
143,Twitter for iPhone,What Do I Need To Do #YouCanTellMe,,False,Mon Dec 26 08:37:16 +0000 2011,434,151220019185991680
273,Twitter for iPhone,#MarvinsRoom,,False,Sat Jul 30 05:45:11 +0000 2011,1452,97180920867602432
164,Twitter Web Client,Back From School Done For The Rest Of My Life #IHope,,False,Fri May 27 22:17:00 +0000 2011,600,74237693457989632
109,Twitter Web Client,I Just Want Swag Hats,,False,Thu Nov 17 03:42:30 +0000 2011,475,137012709005856768
40,Twitter Web Client,#fromthestreets,,False,Fri Mar 11 10:04:46 +0000 2011,133,46149556756422657
56,Twitter Web Client,Fun Tinychat Guys,,False,Fri Sep 30 23:18:12 +0000 2011,189,119913969455599617
134,Twitter Web Client,Going To See Cars To but I Really Just Wana See Two Cars #ToRaw,,False,Sun Jun 26 03:27:31 +0000 2011,369,84825086783275008
45,Twitter for iPhone,Time,,False,Fri Oct 21 00:01:56 +0000 2011,228,127172729840480256
350,Twitter Web Client,I just cant sleep to night knowing that your not street people are crying soldiers are dying some people dont rep the east,,False,Sun Mar 13 07:34:42 +0000 2011,1753,46836565602873344
167,Twitter for iPhone,Almost Got Jumped By Odd Future Today RealGs See You Guys Soon #WolfGang,,False,Thu Jan 12 08:24:13 +0000 2012,466,157377328467558400
67,Twitter for iPhone,Man My Big Bros Already 19 Wow #TimeFlys.....,,False,Sat Nov 12 03:26:31 +0000 2011,244,135196747159969792
21,Twitter Web Client,@JW00DZ I love you bro #7bars,,False,Thu Mar 10 07:45:38 +0000 2011,45,45752154669064192
121,Twitter Web Client,Had To Take A Quick Twitter Break But Know Im Back.......#RealLikeSteel,,False,Sat Jul 23 21:30:34 +0000 2011,311,94882117439328258
112,Twitter for iPhone,Tonight Should Be Fun #HappyBDaySofia #Real,,False,Sun Aug 21 02:43:48 +0000 2011,424,105107808042749952
159,Twitter for iPhone,I Just Cried,,False,Sun Sep 18 08:21:35 +0000 2011,537,115339673492135936
223,Twitter for iPad,Just Realized My Voice Cracked at The Grammys #pest,,False,Thu Mar 31 16:04:43 +0000 2011,675,53487900641337344
242,Twitter for iPhone,#Rebel  http://t.co/QyvtQ7n,,False,Wed Jun 08 01:57:08 +0000 2011,602,78279360423010304
201,Twitter for iPhone,The Faster You Run The Faster Your Done #ThingsMyDadSays,,False,Sun Sep 25 22:53:45 +0000 2011,685,118095877561782273
346,Twitter for iPhone,#WhyIsMyHairSoBig  http://t.co/l2LyeHYF,,False,Tue Oct 04 01:30:09 +0000 2011,711,121034336786071552
43,Twitter Web Client,#WHATSSLEEPTOAGOBLIN..,,False,Fri Mar 11 11:53:07 +0000 2011,191,46176824497147905
120,Twitter Web Client,http://t.co/Pf0D3sl,,False,Tue Aug 16 05:55:39 +0000 2011,279,103344146424672256
38,Twitter Web Client,EveryBody Follow @ThatKidMannny Right Now,,False,Thu May 19 04:47:07 +0000 2011,97,71074380301615104
109,Twitter Web Client,Im Sooo Tired Right Now,,False,Wed Dec 14 17:42:29 +0000 2011,519,147008573963124736
41,Twitter for iPhone,Everybody Follow Me On Instagram @LifeOfJaden #RealGs,,False,Tue Oct 18 23:20:01 +0000 2011,132,126437405053042688
54,Twitter Web Client,Ohh Wait Here We Go Again....#ItsAlwaysTheSame,,False,Mon Sep 26 22:39:54 +0000 2011,233,118454776387207168
52,Twitter for iPhone,Close Enough To Start A War,,False,Sat Oct 15 06:41:34 +0000 2011,313,125098976251887616
228,Twitter Web Client,Im back #real,,False,Wed Mar 16 00:13:05 +0000 2011,1059,47812594282672128
41,Twitter for iPhone,Guy Give It Up For @noortrommelen She Spitting Real Bars: A tic tac is ticking the tac tic but the tac is ticking the tic tac back #Real,itsnoraxxx,False,Wed May 25 19:05:30 +0000 2011,100,73464728801910784
91,Twitter Web Client,@briannapajamas I GOTTA GO TO SCHOOL NOW BUT ILL BE BACK,_bonzeye,False,Fri Mar 18 13:56:20 +0000 2011,243,48744546267447296
258,Twitter for iPad,Wow all I have to say is wow,,False,Sun Mar 27 04:29:52 +0000 2011,1021,51863483167412224
79,Twitter for iPhone,Universal Studios Is The Tightest Place Ever.....I Almost Died #RealRapRaw,,False,Mon Oct 24 20:34:31 +0000 2011,351,128570085538410496
25,Twitter Web Client,Hey @Christinaizzo What About @officialmateo..........#ThatAwkwardMoment,,False,Fri Oct 07 01:20:08 +0000 2011,45,122118978863767552
66,Twitter Web Client,http://tinychat.com/vitet,,False,Sat May 14 09:27:27 +0000 2011,157,69332987992477697
95,Twitter for iPhone,Was My Name Trending Earlier?,,False,Mon Nov 21 07:25:24 +0000 2011,306,138518356830601217
126,Twitter Web Client,#CantSleep,,False,Thu Aug 11 09:34:27 +0000 2011,579,101587270116716544
152,Twitter for iPhone,I Wear All Black When I'm #Pesst #Cooked,,False,Mon Jul 11 20:46:58 +0000 2011,536,90522492053098497
169,Twitter for iPhone,@justinbieber @AlfredoFlores imobsters is MY game #real,justinbieber,False,Tue Mar 22 23:15:30 +0000 2011,888,50334819200139264
236,Twitter for iPhone,Is #happybirthdayjaden Trending........Tight #MyFansStayRaw,,False,Fri Jul 08 07:29:21 +0000 2011,1372,89234600173379585
398,Twitter for iPhone,Dear All My Fans Your The Greatest Fans In World I Love You All And Never Forget It #RealGs,,False,Sat Nov 05 17:52:03 +0000 2011,995,132877854089293826
626,Twitter Web Client,If you don't Stand for Something you'll Fall for Anything,,False,Wed Mar 30 20:46:46 +0000 2011,2692,53196489303920640
106,Twitter for iPhone,“@miistersandman: Yo Jaden had a halfpipe built in his house. Swag.  http://t.co/yIAZ61XW” I'm Not Crazy I Just Love To Skate,,False,Sat Sep 17 21:16:32 +0000 2011,168,115172305637867520
14,TweetDeck,"@sirenesquemuse You should be able to, but it might take us a few days to get the feed set up with them.",sirenesquemuse,False,Wed Jan 31 17:53:04 +0000 2018,0,958760052705431553
119,Twitter Web Client,ARE YOU KIDDING ME................Ha......I Just Wanted To Say That,,False,Thu Sep 29 23:22:47 +0000 2011,508,119552735220727809
89,Instagram,I'm Ready  http://t.co/ymWACv6K,,False,Tue Nov 08 07:50:29 +0000 2011,180,133813628456542209
789,Twitter Web Client,@Justinbieber's A G http://t.co/zcKrWgwo,justinbieber,False,Wed Nov 09 06:08:44 +0000 2011,3807,134150410805063680
95,Twitter Web Client,Happy Birthday @AlfredoFlores Keep It Real #NoStove,AlfredoFlores,False,Thu Jun 16 22:34:40 +0000 2011,757,81489900607770624
49,Twitter Web Client,"""@TreySmith Happy birthday motherrrr!!! @shereefletcher, love you more than nething ma"" #AllSmithsCantSpell",treysmith0011,False,Thu Nov 17 03:57:13 +0000 2011,127,137016412827955200
270,Twitter for iPhone,Finally Rebecca Blacks New Singles Out #Yess,,False,Wed Jul 20 00:07:52 +0000 2011,1559,93472154120757249
