id,created_at,text
776420410854215680,2016-09-15 14:00:25,Read the intro to Volume 1 of the Night Vale episodes for free right here https://t.co/E464rj4PjG
776413775175880704,2016-09-15 13:34:03,RT @PlanetofFinks: Today's Night Vale episode continues our ongoing search for new ways to tell stories in podcasting. Enjoy.
776183282140581888,2016-09-14 22:18:09,"@abramsrachael also that doesn’t look like our show. we don’t have Radio in our podcast title, nor do we know anyone named Raziel?"
776182976942051329,2016-09-14 22:16:57,@abramsrachael hmm. don’t recognize that app. (we actually don’t have a WtNV app).
776181909093244929,2016-09-14 22:12:42,"Greet each day with a smile. An ominous smile. A knowing smile. Smile at the day until the sun returns to its horizon, scared and tired."
776181239858561025,2016-09-14 22:10:02,@abramsrachael what app?
776115898314846209,2016-09-14 17:50:24,RT @OblongBooks: TOMORROW. It's your LAST CHANCE. Grab tickets to meet the @NightValeRadio creators at Morton Memorial Library NOW: https:/…
775784852226510848,2016-09-13 19:54:56,"Next week the book tour goes to Menlo Park, SF (new venue!), San Deigo, &amp; LA (new venue!). Be there or be square (put in a small square box)"
775784411971383296,2016-09-13 19:53:11,"Thursday, with Rhinebeck's @OblongBooks, we will be doing a book event led by voice of Night Vale credits @LadyBash https://t.co/DwrNw1IntI"
775783932277166102,2016-09-13 19:51:17,"As you may have heard from certain sources high up in the government, last week we published two books."
775736650295115776,2016-09-13 16:43:24,A bird in the hand could be worth your life when bargaining with the swarms of birds circling above you.
775414067339128834,2016-09-12 19:21:34,We're going to be at LA Podfest 9/23 - 9/25! Head to https://t.co/yfMOTTPHtg for tickets + info on how to stream our performance.
773272310123986946,2016-09-06 21:31:00,"RT @BookshopSC: #SFF #NewRelease @PlanetofFinks &amp; @happierman's  @NightValeRadio script books! ""All hail the mighty Glow Cloud"" https://t.c…"
773232053684989952,2016-09-06 18:51:02,"Episode books Vol. 1 &amp; 2 are on sale today! Also today: FB live on our page at 4pm ET, and our book event at Powerhouse Arena in Brooklyn."
773200389021822980,2016-09-06 16:45:12,RT @HarperPerennial: We're doing an FB live session with @PlanetofFinks &amp; @happierman at 4 pm today! Ask your Qs: https://t.co/DKlOFc1VwN h…
772836153619775488,2016-09-05 16:37:52,"Tomorrow, these books will finally be available. Episode, commentary, illustrations. https://t.co/y0WC8lJdL1 https://t.co/lOYAYvTwOy"
772835618099458048,2016-09-05 16:35:44,Hope you are enjoying your 3rd day of weekend. Here is an illustration by @angrycomics of Luftnarp from Ep 21. https://t.co/oMlbAiXaUX
772535681562341380,2016-09-04 20:43:54,Two more days until the release of the WTNV episode books. Happy Sunday! Kill your double! https://t.co/y0WC8lJdL1 https://t.co/C8BGfNLEFo
772127834030608384,2016-09-03 17:43:15,"Happy Saturday. This Tuesday, two new Night Vale books. Here is today's exclusive illustration from them. Guess who? https://t.co/BliY7yeUYy"
771717566947594240,2016-09-02 14:33:00,Also this week: new ep of @withinthewires posted on Tuesday and a new episode of Night Vale posted yesterday. Put good things in your ears.
771717110670163968,2016-09-02 14:31:11,"Ep 2 ""Glow Cloud"" The Glow Cloud drops animals on the Ice Cream Shoppe. Just 4 more days to episode books Vol. 1 &amp; 2 https://t.co/S4VQ9XRWCb"
771362249005010944,2016-09-01 15:01:06,"♬ Why do birds
suddenly appear 
every time 
you question the government?♬"
771361286949072897,2016-09-01 14:57:16,"Today's countdown: Episode 22. The Children's Science Museum exhibit: ""The Moon Is A Lie"". https://t.co/y0WC8lJdL1 https://t.co/fVcNS62ET0"
771360731895914497,2016-09-01 14:55:04,"Continuing countdown to Episodes Volumes 1 and 2, out on 9/6. Every day brand new art from the books by @angrycomics https://t.co/dvUGQbDlJ1"
770982109280362496,2016-08-31 13:50:33,"Book countdown to Sept 6: Episode 32 ""Yellow Helicopters"". What your heart looks like. https://t.co/y0WC8lJdL1 https://t.co/cKdOVt2yA4"
770673654074118144,2016-08-30 17:24:52,"Seven Habits of Highly Effective People:
1 Wear dark suit &amp; shades
2 Hide
3 Whisper into wrist
4 Nod
5 [REDACTED]
6 Use codename
7 Drive van"
770667866442072064,2016-08-30 17:01:52,"Book countdown: Episode 39 ""The Woman from Italy"". More info and book tour schedule here: https://t.co/y0WC8lJdL1 https://t.co/JQtGC4TYie"
770666984707096576,2016-08-30 16:58:22,"To celebrate, we'll be counting down each day with an amazing episode illustration from the book. All art by @angrycomics."
770666681941229569,2016-08-30 16:57:09,"Next Tuesday: Night Vale episodes volumes 1 and 2 come out in book form, with illustrations and commentary. https://t.co/6BLho0aUIN"
770343321197748224,2016-08-29 19:32:14,"RT @BNSciFi: Joseph Fink on 2 new Night Vale books, his favorite characters, &amp; when the podcast will end. https://t.co/iX33MJLMZ8 https://t…"
770265164537073664,2016-08-29 14:21:40,"RT @lapodfest: Less than 4 weeks 'til @TOFOP, @NightValeRadio, @thedollop &amp; many more at #LAPodfest2016! Tickets selling fast via https://t…"
770265040612196353,2016-08-29 14:21:11,"Let's take a look at the polls. *holds up ant farm* Interesting, let's take a closer look at these results. *opens ant farm over your head*"
769221812131594245,2016-08-26 17:15:46,"LA: What's up? We are. Soon, book event with writer/artist @kateleth. Then! LA Podfest w/ live show and panels. https://t.co/MhDxV2Pvci"
769220744639373312,2016-08-26 17:11:31,"Bay Area: We will descend upon you soon. Night Vale writers, Night Vale guest writer Glen David Gold, no traps. https://t.co/c9a9yfY2N0"
768089890110205952,2016-08-23 14:17:54,"Behold, Brooklyn, we will have a conversation in front of you. Writers of Night Vale, voice of Carlos, and...you? https://t.co/PG1sKI2kJy"
768088556237647872,2016-08-23 14:12:36,Ten Cities You NEED To See Before The Shimmering Cube That Appeared In The Sky Absorbs Us All
767767447021690880,2016-08-22 16:56:38,"Thursday we tell Ghost Stories to the NYC area. Guaranteed: Normal levels of oxygen in the room, minimal trap doors. https://t.co/GnehQOY1Wj"
767053725626146818,2016-08-20 17:40:34,"Need antennae? Take antennae. 
Have antennae? Leave antennae."
767034602414346240,2016-08-20 16:24:34,"Our newest podcast, @WithinTheWires, is 5 episodes into its 10-ep 1st season. Subscribe: https://t.co/nrigiVuKtS https://t.co/j0BZZZ1XWk"
765958916727566337,2016-08-17 17:10:11,"RT @dessadarling: Surrealism, Rap ballads, New Jersey. 
August 25th with @NightValeRadio https://t.co/HHDw7Kk53F"
765958448353861632,2016-08-17 17:08:19,Here is how to encounter us in the waking world: https://t.co/v78RZ4jRfB
765930661106556928,2016-08-17 15:17:54,"If a tree falls in a forest and no one is around to hear, because humans haven't existed for 1000s of years, did humanity ever make a sound?"
765588597336571905,2016-08-16 16:38:40,RT @HarperPerennial: Book tour for the @NightValeRadio episode collections! Get your tickets here: https://t.co/O0NuvSdJQ0 https://t.co/F0C…
765224827452022784,2016-08-15 16:33:10,"RT @happierman: ahhhhh!! got my proofs for @NightValeRadio script books! gonna just put these in my nose, for safe keeping. https://t.co/qn…"
765224576821366784,2016-08-15 16:32:10,RT @POWERHOUSEArena: Join us in Dumbo on Sept 6 w/ the @NightValeRadio podcast co-creators &amp; authors @PlanetofFinks @happierman https://t.c…
765224449406865408,2016-08-15 16:31:40,SPONSORED POST: Snakes!
764461678687883264,2016-08-13 14:00:41,"RT @Powells: ""Don’t be afraid to let this be your first Night Vale experience. The book can stand alone.” https://t.co/HHLOj7q4YW https://t…"
764167101208723456,2016-08-12 18:30:09,"RT @ABieseAPP: .@CecilBaldwinIII talks @NightValeRadio's ""Ghost Stories"" on the latest @FanTheoryPod https://t.co/S0IZdfQh8Y https://t.co/G…"
764167070447726592,2016-08-12 18:30:01,"RT @CecilBaldwinIII: New Jersey! @NightValeRadio is doing our only New York area show at The Wellmont Theater on August 25th. Tickets at:
h…"
764154393474244608,2016-08-12 17:39:39,"last chance to get this shirt. last chance probably for other things, too, but specifically we mean this shirt. https://t.co/4mU3bjrbDN"
764154364869115910,2016-08-12 17:39:32,RT @topatoco: Only Three and a Half hours Left to get the @NightValeRadio Wander Warning shirt! https://t.co/5FK7hGOImm
764113646549082112,2016-08-12 14:57:44,On this day in history. https://t.co/nsMmZCWZjo
763059782433538048,2016-08-09 17:10:03,Ask your doctor why bad things happen to good people. Ask your doctor why it all has to be this way. Sob on your doctor's shoulder.
761611071488659456,2016-08-05 17:13:24,Find it in your heart. You’ll need to break past the ribs and then scoop it out. But it’s in there and you need to find it. Quickly.
761606315999367168,2016-08-05 16:54:30,RT @JustinMcElroy: Hey Cincinnati! Wanna come watch me and the creators of @NightValeRadio talk about their new books? OK! https://t.co/eC2…
760783596839923712,2016-08-03 10:25:18,Stockholm! Tickets for our added performance of Ghost Stories on October 10 are on sale now. https://t.co/DBTHd5gwr8 https://t.co/eFeHGUiAhD
760674090357325824,2016-08-03 03:10:10,It doesn’t have to be your own limb. https://t.co/VBH444FHF8
760530208839569408,2016-08-02 17:38:26,"Not all books have to fit conventional narrative structure. Some books can just be a mossy log, or a bowl of overripe stone fruit."
760214553149923328,2016-08-01 20:44:08,Joseph and Jeffrey will be going on a book tour for our episode collections. For details: https://t.co/y0WC8lrCmr https://t.co/qibrJdtyZF
759900792870412288,2016-07-31 23:57:21,"Also, this is a shirt that we made for you. https://t.co/ldahgPWLsg https://t.co/kS7kPeQtW9"
759900353307357184,2016-07-31 23:55:37,We return from July hiatus in a few hours with Ep 91 (co-written with @jamesmoran). Plus new news about live shows &amp; books.
759115172107677697,2016-07-29 19:55:35,"(We take a hiatus every Jan and July. No, the show didn't end. Yet. It will end eventually and everyone who makes it will die. But not yet!)"
759114111020072960,2016-07-29 19:51:22,"We hope you had a restful and calm month, with nothing stressful going on in the world. We return Monday with Year 5 of Night Vale."
756528328534847491,2016-07-22 16:36:23,A few tickets left for Seattle tonight. Come join the single biggest audience we've ever had. https://t.co/XiwXmxicfz
756235704032751616,2016-07-21 21:13:36,RT @HarperPerennial: All you @NightValeRadio fans at #SDCC2016 can get this awesome set of postcards as a pre-order reward @ booth #1029! h…
756235682675318784,2016-07-21 21:13:31,RT @PlanetofFinks: Powell's. Very front table. 9 months after release. Thanks @Powells! https://t.co/jmyferiPmq
756233324033560576,2016-07-21 21:04:09,We've managed to release a few more tickets for tonight's sold out show in Portland. Come hear some Ghost Stories https://t.co/j9cQMn3L7Q
755488993660121088,2016-07-19 19:46:27,Tonight: We tell Ghost Stories in Boise. A few tickets still available. Some time still left in your life. https://t.co/MxXUGBolxi
754379684205334528,2016-07-16 18:18:27,Tonight: Oakland. Some tickets still available. Let us scare you and then make you cry. https://t.co/nU2LAXt9EN
752545908022095872,2016-07-11 16:51:40,RT @CecilBaldwinIII: TONIGHT in Dallas @NightValeRadio at the  Majestic Theatre! Artwork by Dallas superstar designer @SilasTomTweets https…
752545779181432834,2016-07-11 16:51:10,Numbers don't lie. Except 83. 83 lies all the time.
752530833928441856,2016-07-11 15:51:46,"It's ok. From far away, you are merely a speck. (From very close up, you are an alien landscape of flesh. Very, very close up: giant atoms.)"
752528888949927936,2016-07-11 15:44:03,"RT @PlanetofFinks: Hey Dallas, what's up? We're telling ghost stories tonight. Tickets still available. https://t.co/emVR8PIWTb https://t.c…"
750357085775335424,2016-07-05 15:54:04,"It’s* always in the last place you look**.

* ghost of old man who died 100 years ago on a night like tonight

** behind you in the mirror"
750348657451491328,2016-07-05 15:20:35,RT @erinmckeown: excited to start tour w/ @NightValeRadio on thurs in tampa. such cool cities 2 follow. come say hello to #theweather https…
750348620357046272,2016-07-05 15:20:26,Close your eyes &amp; breathe. Episode #2 of @withinthewires is up. Subscribe at @iTunesPodcasts https://t.co/8enrTe5gr5
747926454860660736,2016-06-28 22:55:37,RT @desaparicion: Alice Isn't Dead episode 9: Go Home Again https://t.co/hBCpqo1lNm https://t.co/OZJ3k1I6C4
747858835587665920,2016-06-28 18:26:55,"RT @AEGLiveFlorida: Very limited tickets remain for @NightValeRadio live at the Tampa Theatre in Tampa, FL on July 7th! https://t.co/r5uZNm…"
747846378953515008,2016-06-28 17:37:25,"Today: The second to last episode of Part 1 of our new show Alice Isn't Dead, and some news about Part 2 https://t.co/ZJXCXrw3V1"
747535475536179201,2016-06-27 21:02:00,"RT @CecilBaldwinIII: One week until @NightValeRadio hits the road again! Florida to Seattle in 3 weeks
Tkts+info: https://t.co/zF54RqzRaV
h…"
747461712077524992,2016-06-27 16:08:53,"Put your money where your mouth is. Better put your keys, phone &amp; ID in there too. Lots of pickpockets in the streets."
746741429272182784,2016-06-25 16:26:45,Today's Bible passage https://t.co/FeYFMDFPDv
745612297339535361,2016-06-22 13:39:59,RT @PlanetofFinks: this will be our only show of this script (I think our best script yet) in the NYC area. plus Montclair's cool https://t…
745612201420005376,2016-06-22 13:39:36,Beer before liquor; the sun starts to flicker. liquor before beer; the sun seems so near. starting w/ either one; I don't think thats a sun
745306470640648192,2016-06-21 17:24:44,Home is where the heart is. It’s also where the cameras and listening devices are. Also insects. Lots of insects in that home.
745298387457695744,2016-06-21 16:52:37,RT @tanispodcast: @happierman LOVED the first episode of @withinthewires NEVER LOOK DOWN! Subscribe people!
745289043932487681,2016-06-21 16:15:29,Tickets on sale NOW for our NJ live show. (Our only NYC area performance of Ghost Stories) https://t.co/VjJ0BECRp0
745272015318355968,2016-06-21 15:07:49,It continues! Final 2 episodes of Alice Isn’t Dead (part 1) are coming June 28 &amp; July 12.  https://t.co/C7s9LuiF8l
745271265519345664,2016-06-21 15:04:50,Put on your Institute-approved headphones &amp; relax. Our new podcast Within the Wires debuts today @iTunesPodcasts: https://t.co/8enrTe5gr5
745107713877651456,2016-06-21 04:14:57,RT @happierman: @happierman ok. we did it! we made a new podcast &amp; ep 1 is up. going to bed now. https://t.co/M4yRBdVjPL
744943747763408896,2016-06-20 17:23:24,"Remember the difference! StalagMITES MIGHT portend famine and hordes, while stalacTITES definitely portend floods and birds."
744942087989256192,2016-06-20 17:16:48,I don't have eyes in the back of my head. That's where my teeth are.
744927847421140996,2016-06-20 16:20:13,"@GrisRein no. we’ll be in Europe most of this October, but not in early 2017."
744178860456050688,2016-06-18 14:44:01,"@StephenPersing we just did 3 shows in new england (portland, boston, northampton) two months ago &amp; 4 shows last year."
743442942757605376,2016-06-16 13:59:44,We have added a New Jersey performance of Ghost Stories on August 25th! Member pre-sale starts today at noon ET. https://t.co/GnehQOY1Wj
743154703756836865,2016-06-15 18:54:23,@MyAutobioFanFic single body. no absurdity. ‘they/them’ is often used in the singular. The character Sam uses they/them pronouns.
743150596681760768,2016-06-15 18:38:03,"RT @erinmckeown: Love us as we are
See us and we're holy
In this shall we shall ever be
Glorious and free - THE QUEER GOSPEL https://t.co/B…"
743150446227881989,2016-06-15 18:37:28,Thank you for four years of listening. We'll see you with year five in August.
743150327214505984,2016-06-15 18:36:59,"Today: The 2nd part of our 4th anniversary episode, featuring a brand new song by our July live weather @erinmckeown."
743065741843419136,2016-06-15 13:00:53,@MyAutobioFanFic they are one person.
742716574025539584,2016-06-14 13:53:24,"New episode of Alice Isn't Dead today. What is hiding in Victorville, CA? https://t.co/4zoiBuvGtP"
740535029265235968,2016-06-08 13:24:44,"We’ve secretly hidden* a teaser for our newest podcast, Within the Wires, coming Jun 21. Subscribe now.

*in @iTunes https://t.co/g5DYPNqKpm"
740192991407702017,2016-06-07 14:45:35,Today is sponsored by Chex Brand Cereal. Everything that happens in the entire world. Chex: We are at fault here.
738819869014134784,2016-06-03 19:49:18,RT @strandbookstore: “Summertime is always the best of what might be.” 😎🌞 https://t.co/z9l44iwtcw
738738910604492800,2016-06-03 14:27:36,A bonus clip from The Investigators featuring Wil Wheaton. The Investigators is now also available on iTunes. https://t.co/w4v9KJuRol
738493169852121088,2016-06-02 22:11:06,"RT @CecilBaldwinIII: Burning up the dance floor next Friday night! / @NightValeRadio / @d20burlesque / @BellHouseNY / Brooklyn #PartyDown
h…"
738124937534296064,2016-06-01 21:47:53,A falling knife has no handle. That's why you dropped it.
738034486777155584,2016-06-01 15:48:28,"RT @felicebrothers: Listen to our new song ""Plunder"" (from Life In The Dark, out 6/24) via the local weather on @NightValeRadio: https://t.…"
738034453897961472,2016-06-01 15:48:20,"New episode out today, ""Who's A Good Boy? Part 1"". Featuring fear, puppies, and the debut of a brand new track from @felicebrothers."
737707177218080769,2016-05-31 18:07:51,The Hamilton biography is different than I expected. https://t.co/5E13IaECIy
737677952268283905,2016-05-31 16:11:43,There is currently no release date for part 2. https://t.co/OM7gkcKXRD
737677427791560704,2016-05-31 16:09:38,"new Alice Isn't Dead today. Called ""Let's Break Into a Police Station"". It's about breaking into a police station. Only 3 ep left in part 1."
735831106906427392,2016-05-26 13:53:01,"""Ah, but a man's reach should exceed his grasp, or what are these arm extenders I had implanted for?"" - Robert Browning"
734082516018171904,2016-05-21 18:04:45,"Soon. (what is time, even?) Right now, the album is available only at Bandcamp. https://t.co/rX4qOJSSl9"
733965656916430848,2016-05-21 10:20:23,"RT @happierman: Hey Germany. Joseph &amp; I will be doing Night Vale book readings next week in Stuttgart, Köln &amp; Berlin. https://t.co/8JQjZXym…"
733738857120837633,2016-05-20 19:19:10,"RT @elizarickman: Honored to be featured as ""the weather"" on the new live episode of @NightValeRadio's ""The Investigators"", out today! http…"
733713251628900352,2016-05-20 17:37:25,"Hello, we have brought you a recording of Carlos doing a perfect imitation of a British accent. https://t.co/5zS6CU8SRh"
733674589750988800,2016-05-20 15:03:47,"RT @PlanetofFinks: even if you saw this show in person, there is prob at least an hour of stuff on here you've never heard."
733672723533139968,2016-05-20 14:56:22,The live recording of The Investigators is now available on Bandcamp! https://t.co/TyWR96KnoO https://t.co/vQ4P4eQU7S
733023084878417920,2016-05-18 19:54:57,"Live recording of The Investigators on sale this Fri, May 20. With bonus tracks, over 2 hours of new Night Vale. https://t.co/G0xvkPtbzG"
732729870657196032,2016-05-18 00:29:49,RT @happierman: The gorgeous logo @SilasTomTweets made for the podcast I'm creating w/ @J9andIf &amp; @maryepworth. (episode 1: June 21) https:…
732616357574025216,2016-05-17 16:58:45,"New episode of Alice Isn't Dead today. It's called ""Sylvia"" and it's about Sylvia."
731995315289591808,2016-05-15 23:50:57,"RT @maureenjohnson: Some people asking about my @NightValeRadio ""performance"" this week. That's literally just my voicemail greeting tbh."
731514725192900608,2016-05-14 16:01:16,Our new show Alice Isn't Dead appears on this list in a pretty good spot. https://t.co/qGWdXIquGj
731162499601563648,2016-05-13 16:41:38,RT @PlanetofFinks: Specifics of all of that can be found on our site here: https://t.co/vT5mFZpdDC
731162491858898944,2016-05-13 16:41:37,"RT @PlanetofFinks: Hello Night Vale listeners of Germany, Jeffrey and I will be doing some author events and readings there on May 24-26. S…"
730795907722186752,2016-05-12 16:24:56,"Children’s Fun Fact Science Corner: There are no monsters under your bed.*

* unless you fall asleep. then there are totally monsters."
730485571559280640,2016-05-11 19:51:46,"Have you heard our new show Alice Isn't Dead? Ep 6 next Tues, and you could catch up in ~90 min. Which you'll prob live long enough to do."
730483836124057600,2016-05-11 19:44:52,You won't believe who the Sentient Moss That Sings In Our Dreams is dating now
729703288447352837,2016-05-09 16:03:15,Tickets for our birthday party are sold out. But! We just added tickets for our 10pm post-show party. On sale now! https://t.co/nW6siS2Qzr
729447191933272064,2016-05-08 23:05:37,"If you’re happy and you know it, you’re wanted for questioning."
728616689324204032,2016-05-06 16:05:30,Tickets for our birthday party in NYC are on sale! Get yours before they're gone. https://t.co/2C6sBPCiuX
727599541344731136,2016-05-03 20:43:43,"MISSING: Obelisk. Last seen in an open field, glowing and emitting a low tone. Reward (or something) if found."
727505812827049985,2016-05-03 14:31:16,"RT @PlanetofFinks: New episode of Alice Isn't Dead today. It has the word ""fart"" in it."
725879038783397889,2016-04-29 02:47:03,The same math that makes it almost impossible for us to be alone in the universe also makes it almost impossible we'll meet any other beings
725405113586704385,2016-04-27 19:23:51,"Last week, ep 4 of Alice Isn't Dead, about life &amp; death in Florida. Next week, the billboards have a message for us. https://t.co/4zoiBuvGtP"
725349296917327872,2016-04-27 15:42:03,"""I believe in you. You got this buddy,"" said the voice coming suddenly from inside your closet late one night. ""Achieve your dreams, champ."""
723608426253828096,2016-04-22 20:24:27,"RT @MollyQuinn93: Hey @Cityofatlanta tix still available to come see @hallublin &amp; I in @NightValeRadio TONIGHT
https://t.co/LcsR2KODxy http…"
722454175876063232,2016-04-19 15:57:52,@DarkSide_Rabbit ...it's the exact same price as both previous years.
722453207985864704,2016-04-19 15:54:01,"RT @PlanetofFinks: New Alice Isn't Dead today. It's a quiet, surreal meditation before the second half of the season starts hurtling toward…"
722438569080410112,2016-04-19 14:55:51,Alice Isn't Dead ep 4 out today. It's a weird prose poem about Florida. Available only on the Alice Isn't Dead feed. https://t.co/B93w6oaJBg
722357765537181696,2016-04-19 09:34:46,Paris! The link on our site was broken but now it's fixed. Tickets are still available! https://t.co/2rmXdAg4CQ
722351862708641792,2016-04-19 09:11:19,Tickets for all shows on our Europe tour are on sale now! https://t.co/GnehQOY1Wj
722127571391877120,2016-04-18 18:20:04,@left_snark yes
722109738813624320,2016-04-18 17:09:12,Night Vale returns to Europe this Oct! Tickets for ALL shows go on sale tomorrow 19 Apr at 11a CET. Info: https://t.co/GnehQOY1Wj
722087455545896960,2016-04-18 15:40:39,RT @podcastbc: This week's interview with the star of @NightValeRadio 'Alice Isn't Dead': https://t.co/4a1QKTlAo4
721013023826178049,2016-04-15 16:31:15,The weather in today's episode is a band we love and we were really excited to be able to feature them. Thanks to @HopAlongtheband!
720961803094728704,2016-04-15 13:07:43,A message from Night Vale to the people of Europe. https://t.co/YYYsQz9jpr
720767974085410816,2016-04-15 00:17:30,Want to feel old?
719642784404226048,2016-04-11 21:46:24,RT @PlanetofFinks: Well. https://t.co/6sfVKas1E9
719572990732726275,2016-04-11 17:09:04,RT @HarperPerennial: Here is a dog who's worried you'll take his book away. #NationalPetDay https://t.co/AqRi5cdvu5
717818783142965249,2016-04-06 20:58:28,"Episode 3 is the last Alice Isn't Dead episode on the WTNV feed. To hear the remaining 7 episodes of the year, subscribe directly to Alice."
717816856179056644,2016-04-06 20:50:49,"RT @dannyschmidt: Dramatic moment in the @NightValeRadio show at the Academy Of Music, with  @desaparicion and @CecilBaldwinIII https://t.c…"
717816638138093568,2016-04-06 20:49:57,@gamma_tay look at our website
717816558182129664,2016-04-06 20:49:38,You can tell a lot about someone by coming into our office and confessing everything you know about them.
717816319341629444,2016-04-06 20:48:41,RT @CecilBaldwinIII: For the next few hours I'm taking over @FillmoreDetroit Instagram account for @NightValeRadio! #WTNVGhostStories https…
717382794889048064,2016-04-05 16:06:01,RT @PlanetofFinks: new Alice Isn't Dead episode today. It's about ominous sounds and Kansas and peeing at fast food restaurants.
717167040352686080,2016-04-05 01:48:41,RT @topatoco: Please say hello to the new model for the @NightValeRadio leggings! https://t.co/g0HIJju3dS https://t.co/Ef3t2pg19y
717024290961534976,2016-04-04 16:21:27,@WallofIllusion we have no current plans for more US dates
716382878809108484,2016-04-02 21:52:42,RT @CecilBaldwinIII: Dig that awesome new @NightValeRadio merchandise! Only available for sale at the #wtnvghoststories shows https://t.co/…
715911737942417408,2016-04-01 14:40:33,Volumes 1 &amp; 2 of our episode collections are available for presale now! https://t.co/y0WC8lJdL1 https://t.co/D9CJFScl1V
713900936415068161,2016-03-27 01:30:21,"RT @BNDeptford: #StaffPickSaturday! This week, #WelcometoNightVale: A Novel, by Joseph Fink &amp; Jeffery Cranor! @NightValeRadio #wtnv https:/…"
713370013479149568,2016-03-25 14:20:39,There's no way to avoid becoming a statistic. Just try to become a good statistic.
713013520011554817,2016-03-24 14:44:04,Let's play a game! It's called Crawl Into That Weird Cave in the Woods. The winner gets to disappear into the cave. Also the losers.
712826596223225856,2016-03-24 02:21:18,"If you fear something, set it free. If it comes back, it’s probably going to kill you."
712316899477037056,2016-03-22 16:35:57,"Here's what the shirts look like, in case you like seeing things. https://t.co/H7vZhb35uY https://t.co/bkmzw7HI69"
712315155200262144,2016-03-22 16:29:01,Now available: A new Alice Isn't Dead episode AND new Alice Isn't Dead t-shirts and posters. https://t.co/4zoiBuvGtP https://t.co/XV3wfHVQJt
711287156300509190,2016-03-19 20:24:07,Hope is a thing with claws/that burrows in the chest/and digs and digs and digs/and never lets you rest
711048239584309248,2016-03-19 04:34:45,Pride goeth before the fall.  Humbleness goeth before the fall. Everything goeth before the fall. We fall a lot.
710911086116134913,2016-03-18 19:29:45,Tickets for all our July performances of Ghost Stories are on sale now! https://t.co/GnehQOY1Wj
710888973523091456,2016-03-18 18:01:53,"Albuquerque, Salt Lake City + Boise! Tickets for our July performances of Ghost Stories are now on sale! https://t.co/GnehQOY1Wj"
710873928894386176,2016-03-18 17:02:06,"Tickets for the New Orleans, San Antonio and Dallas performances of Ghost Stories are now on sale! https://t.co/GnehQOY1Wj"
710859043540176900,2016-03-18 16:02:57,Tickets are now on sale for our Tampa performance of Ghost Stories! Get yours now: https://t.co/kOphrW7Inx
710831158251151360,2016-03-18 14:12:09,"Oh, and did we forget to tell you that this exists? Because this exists. Behold this thing. https://t.co/MAsk3NOi19 https://t.co/8uh4t0mAHP"
710828072573001728,2016-03-18 13:59:53,"Tickets today for ""Ghost Stories"". Final ghost story of our countdown: A  man dies. But did he? Yes. But also no.   https://t.co/GnehQOY1Wj"
710637758268743681,2016-03-18 01:23:39,A spider in the streets. A spider in the sheets. That spider could be anywhere.
710491227762860039,2016-03-17 15:41:23,The tournament begins today. Those who do not win will be eliminated.
710490161835077633,2016-03-17 15:37:09,"countdown to ""Ghost Stories"" tickets. 1 day left. Here's today's ghost story: knock knock KNOCKTHUMPTHUMPTHUMPTHUM https://t.co/GnehQOY1Wj"
710237721852317696,2016-03-16 22:54:03,It is a truth universally acknowledged that a single man in possession of a cursed talisman must be in want of a hex reversal.
710179064313683969,2016-03-16 19:00:58,Member pre-sale tickets for all our July shows are now on sale! https://t.co/0YXlqg0B8v
710129358929829889,2016-03-16 15:43:27,"Countdown to Fri ""Ghost Stories"" ticket sales w/ daily ghost story. Today: Someone died. Later, a footstep. Related? https://t.co/GnehQOY1Wj"
709798295359627264,2016-03-15 17:47:55,"Member pre-sale for the July tour dates starts tomorrow, March 16 at noon local time! https://t.co/0YXlqg0B8v"
709797895441137665,2016-03-15 17:46:20,"We're bringing Ghost Stories to the South + the West Coast! Tickets go on sale Friday, March 18 at noon local time. https://t.co/0YXlqg0B8v"
709738298865029121,2016-03-15 13:49:31,You can also start at episode 1 if you want. But don't feel like you have to. There are many things you have to do. That isn't one of them.
709736090119315456,2016-03-15 13:40:44,Where to start with our podcast? It's an ongoing radio show. You can start with whatever the current episode is. You'll catch on soon.
709590792491438080,2016-03-15 04:03:23,Frog in your throat. Butterflies in your stomach. Beetles in your liver. Raccoon in your small intestine. Glad you could join us for dinner.
709407895398588416,2016-03-14 15:56:37,"psst, this link contains Information and a Picture Of Us Touching Our Faces https://t.co/cQGOCkKkcI"
709406284928389121,2016-03-14 15:50:13,Pick your battles. Choose your lifetimes. Decide carefully on your universe.
707589462809776128,2016-03-09 15:30:48,"Fun tricks: 1. Wanna Hertz donut? (Hurts, don't it!) 2. Like seafood? (See...food!) 3. Want pain eternal? (Then here's pain eternal!)"
707588418444922882,2016-03-09 15:26:39,Our brand new live show “Ghost Stories” begins touring the US in April. Tix available now: https://t.co/GnehQOY1Wj https://t.co/d6J7z1GuYL
707587619325157376,2016-03-09 15:23:29,"In our store: I’m Very Into Science t-shirts, designed by @kateleth! Put one on your body. https://t.co/fjmeyFdhjR https://t.co/boIdGNgftt"
707334271372009473,2016-03-08 22:36:46,"If you can't say anything nice, you could say really awful things instead. It's an option."
707320380780896257,2016-03-08 21:41:34,"Hello. How are you? Still alive for now? Oh good, good. Here's what's new with us. https://t.co/ATP2iowxas"
706949680358420480,2016-03-07 21:08:32,RT @BoingBoing: Alice Isn't Dead: a new podcast from the Welcome to Night Vale creators https://t.co/334X63N1fI https://t.co/kXQPctdv1E
